Date,Open,High,Low,Vol.,Change %,Price
11/22/2017,1280.60,1294.60,1278.60,390.31K,0.82%,1292.2
11/21/2017,1276.60,1284.50,1275.80,330.15K,0.50%,1281.7
11/20/2017,1294.10,1295.10,1274.10,425.16K,-1.64%,1275.3
11/17/2017,1278.80,1297.50,1278.10,387.02K,1.43%,1296.5
11/16/2017,1278.00,1281.80,1274.90,274.43K,0.04%,1278.2
11/15/2017,1280.70,1290.00,1276.50,433.65K,-0.41%,1277.7
11/14/2017,1278.90,1283.80,1269.70,355.20K,0.31%,1282.9
11/13/2017,1275.30,1279.90,1274.40,220.91K,0.37%,1278.9
11/10/2017,1286.00,1287.70,1273.60,354.58K,-1.03%,1274.2
11/9/2017,1282.10,1289.50,1280.50,394.18K,0.30%,1287.5
11/8/2017,1276.40,1288.10,1276.10,358.13K,0.62%,1283.7
11/7/2017,1282.60,1282.80,1272.30,337.27K,-0.45%,1275.8
11/6/2017,1270.70,1283.90,1266.40,354.77K,0.98%,1281.6
11/3/2017,1277.50,1281.20,1265.90,373.41K,-0.70%,1269.2
11/2/2017,1275.20,1285.10,1274.00,380.14K,0.06%,1278.1
11/1/2017,1271.80,1281.90,1268.50,384.64K,0.54%,1277.3
10/31/2017,1277.60,1279.10,1268.30,272.51K,-0.56%,1270.5
10/30/2017,1274.30,1279.90,1269.80,260.08K,0.46%,1277.7
10/27/2017,1268.00,1275.20,1263.80,363.10K,0.17%,1271.8
10/26/2017,1278.60,1283.80,1266.40,384.12K,-0.73%,1269.6
10/25/2017,1278.00,1281.30,1272.00,379.40K,0.05%,1279
10/24/2017,1283.90,1285.30,1274.80,268.91K,-0.20%,1278.3
10/23/2017,1281.50,1284.70,1273.60,284.48K,0.03%,1280.9
10/20/2017,1292.00,1292.90,1279.30,314.81K,-0.74%,1280.5
10/19/2017,1282.80,1292.80,1277.60,355.71K,0.55%,1290
10/18/2017,1286.90,1290.80,1278.60,258.54K,-0.25%,1283
10/17/2017,1297.20,1298.40,1283.20,342.41K,-1.29%,1286.2
10/16/2017,1306.00,1308.40,1292.50,271.28K,-0.12%,1303
10/13/2017,1296.00,1306.40,1292.90,297.57K,0.62%,1304.6
10/12/2017,1294.60,1299.80,1291.80,246.08K,0.59%,1296.5
10/11/2017,1290.70,1295.90,1286.80,261.36K,-0.38%,1288.9
10/10/2017,1286.80,1296.70,1284.60,316.58K,0.68%,1293.8
10/9/2017,1278.60,1288.00,1277.70,200.99K,0.79%,1285
10/6/2017,1270.60,1279.20,1262.80,373.75K,0.13%,1274.9
10/5/2017,1277.50,1281.60,1268.50,221.52K,-0.28%,1273.2
10/4/2017,1274.50,1285.00,1273.10,273.12K,0.17%,1276.8
10/3/2017,1273.10,1277.40,1271.00,207.42K,-0.09%,1274.6
10/2/2017,1282.20,1282.80,1272.00,272.71K,-0.70%,1275.8
9/29/2017,1290.10,1293.20,1278.20,287.45K,-0.30%,1284.8
9/28/2017,1285.10,1291.60,1280.40,288.51K,0.07%,1288.7
9/27/2017,1297.30,1299.20,1284.10,374.77K,-1.07%,1287.8
9/26/2017,1314.20,1317.10,1295.00,385.65K,-0.75%,1301.7
9/25/2017,1301.50,1315.80,1291.70,362.67K,1.08%,1311.5
9/22/2017,1294.10,1301.90,1294.10,264.47K,0.21%,1297.5
9/21/2017,1304.80,1305.00,1291.20,402.21K,-1.64%,1294.8
9/20/2017,1314.70,1319.80,1299.50,351.42K,0.44%,1316.4
9/19/2017,1310.50,1315.30,1308.70,275.31K,-0.02%,1310.6
9/18/2017,1324.00,1324.00,1308.10,271.33K,-1.09%,1310.8
9/15/2017,1333.70,1338.20,1323.00,320.51K,-0.31%,1325.2
9/14/2017,1327.60,1334.90,1319.50,336.58K,0.10%,1329.3
9/13/2017,1336.20,1340.50,1324.50,306.37K,-0.35%,1328
9/12/2017,1331.70,1336.30,1326.70,287.75K,-0.22%,1332.7
9/11/2017,1341.50,1344.60,1330.60,303.11K,-1.15%,1335.7
9/8/2017,1354.00,1362.40,1347.10,386.65K,0.07%,1351.2
9/7/2017,1339.00,1355.50,1337.20,363.78K,0.84%,1350.3
9/6/2017,1345.00,1347.70,1336.40,309.35K,-0.27%,1339
9/5/2017,1338.10,1347.30,1330.40,0.27K,-0.14%,1342.6
9/4/2017,1339.70,1349.70,1331.10,368.17K,1.06%,1344.5
9/1/2017,1326.90,1334.50,1321.40,376.31K,0.62%,1330.4
8/31/2017,1314.10,1329.00,1302.30,312.01K,0.62%,1322.2
8/30/2017,1314.80,1319.30,1310.10,460.45K,-0.36%,1314.1
8/29/2017,1320.50,1331.90,1310.60,460.45K,0.27%,1318.9
8/28/2017,1297.60,1317.80,1297.00,321.81K,1.34%,1315.3
8/25/2017,1291.30,1301.40,1281.30,358.61K,0.46%,1297.9
8/24/2017,1296.00,1296.80,1289.30,246.72K,-0.21%,1292
8/23/2017,1290.40,1297.00,1287.90,235.69K,0.29%,1294.7
8/22/2017,1297.10,1298.10,1287.00,268.99K,-0.44%,1291
8/21/2017,1289.10,1299.70,1286.20,261.48K,0.39%,1296.7
8/18/2017,1293.80,1306.90,1289.10,396.54K,-0.06%,1291.6
8/17/2017,1290.00,1296.00,1286.40,329.84K,0.74%,1292.4
8/16/2017,1276.90,1289.50,1273.20,273.20K,0.25%,1282.9
8/15/2017,1287.00,1287.70,1272.70,287.56K,-0.83%,1279.7
8/14/2017,1296.40,1296.40,1284.20,238.07K,-0.28%,1290.4
8/11/2017,1292.50,1298.10,1286.70,265.33K,0.30%,1294
8/10/2017,1283.20,1293.80,1280.30,269.83K,0.84%,1290.1
8/9/2017,1266.10,1284.70,1265.90,290.97K,1.32%,1279.3
8/8/2017,1262.90,1271.00,1257.10,247.54K,-0.17%,1262.6
8/7/2017,1264.30,1265.60,1261.30,123.21K,0.01%,1264.7
8/4/2017,1275.30,1276.50,1259.80,270.85K,-0.77%,1264.6
8/3/2017,1272.60,1277.00,1262.90,207.02K,-0.31%,1274.4
8/2/2017,1275.20,1279.00,1268.90,210.98K,-0.08%,1278.4
8/1/2017,1275.60,1280.30,1268.40,213.54K,0.47%,1279.4
7/31/2017,1276.30,1277.30,1271.70,165.13K,-0.15%,1273.4
7/28/2017,1265.00,1277.00,1263.20,250.89K,1.21%,1275.3
7/27/2017,1260.50,1265.00,1253.90,220.31K,0.85%,1260
7/26/2017,1250.30,1263.40,1243.20,256.12K,-0.22%,1249.4
7/25/2017,1255.20,1258.00,1248.80,230.39K,-0.18%,1252.1
7/24/2017,1255.50,1259.00,1252.00,212.88K,-0.05%,1254.3
7/21/2017,1244.10,1255.90,1242.80,240.53K,0.75%,1254.9
7/20/2017,1240.60,1247.20,1234.60,269.02K,0.28%,1245.5
7/19/2017,1242.00,1243.50,1235.10,198.03K,0.01%,1242
7/18/2017,1233.30,1244.10,1232.20,253.19K,0.66%,1241.9
7/17/2017,1228.70,1235.40,1227.50,174.90K,0.51%,1233.7
7/14/2017,1216.40,1232.70,1214.00,267.44K,0.84%,1227.5
7/13/2017,1219.20,1223.60,1215.60,227.82K,-0.15%,1217.3
7/12/2017,1216.50,1225.20,1212.50,262.77K,0.36%,1219.1
7/11/2017,1213.80,1217.10,1207.40,217.24K,0.12%,1214.7
7/10/2017,1212.10,1215.00,1204.00,238.26K,0.29%,1213.2
7/7/2017,1224.60,1228.10,1206.60,322.18K,-1.11%,1209.7
7/6/2017,1226.50,1229.50,1221.80,192.21K,-0.01%,1223.3
7/5/2017,1223.00,1230.00,1218.30,0.37K,0.14%,1223.4
7/4/2017,1220.10,1228.40,1216.50,366.77K,0.21%,1221.7
7/3/2017,1241.70,1242.60,1218.00,284.45K,-1.86%,1219.2
6/30/2017,1245.20,1248.20,1239.00,222.76K,-0.28%,1242.3
6/29/2017,1249.60,1253.20,1239.70,277.75K,-0.26%,1245.8
6/28/2017,1247.30,1255.70,1246.70,195.07K,0.18%,1249.1
6/27/2017,1245.20,1253.80,1241.80,213.42K,0.04%,1246.9
6/26/2017,1258.10,1259.00,1236.50,227.47K,-0.80%,1246.4
6/23/2017,1250.90,1260.00,1250.60,162.67K,0.56%,1256.4
6/22/2017,1246.40,1256.00,1246.40,187.39K,0.29%,1249.4
6/21/2017,1243.90,1248.80,1241.70,170.46K,0.18%,1245.8
6/20/2017,1245.40,1249.40,1242.40,185.39K,-0.26%,1243.5
6/19/2017,1255.80,1257.30,1244.30,179.65K,-0.78%,1246.7
6/16/2017,1255.60,1258.60,1253.20,149.11K,0.15%,1256.5
6/15/2017,1262.70,1268.50,1252.70,255.15K,-1.67%,1254.6
6/14/2017,1268.40,1284.20,1259.00,348.34K,0.58%,1275.9
6/13/2017,1267.70,1271.00,1260.50,175.60K,-0.02%,1268.6
6/12/2017,1269.70,1272.40,1265.60,173.01K,-0.20%,1268.9
6/9/2017,1283.50,1284.60,1266.70,219.21K,-0.63%,1271.4
6/8/2017,1289.50,1291.50,1273.50,257.44K,-1.06%,1279.5
6/7/2017,1297.00,1297.60,1285.00,218.85K,-0.33%,1293.2
6/6/2017,1282.50,1298.80,1282.10,257.79K,1.15%,1297.5
6/5/2017,1282.60,1286.00,1280.20,139.80K,0.20%,1282.7
6/2/2017,1268.00,1282.20,1261.30,272.29K,0.80%,1280.2
6/1/2017,1271.60,1272.80,1263.70,181.20K,-0.42%,1270.1
5/31/2017,1265.70,1276.80,1262.00,204.29K,0.77%,1275.4
5/30/2017,1271.20,1273.40,1261.80,286.21K,0.00%,1265.7
5/29/2017,1271.20,1273.40,1261.80,286.21K,-0.19%,1265.7
5/26/2017,1255.10,1269.30,1252.60,271.46K,0.93%,1268.1
5/25/2017,1258.40,1259.40,1253.50,202.85K,0.26%,1256.4
5/24/2017,1251.10,1258.80,1247.60,257.36K,-0.19%,1253.1
5/23/2017,1260.40,1263.80,1250.50,275.11K,-0.47%,1255.5
5/22/2017,1257.50,1262.60,1251.60,205.21K,0.62%,1261.4
5/19/2017,1246.80,1256.40,1246.10,212.92K,0.06%,1253.6
5/18/2017,1261.40,1265.00,1245.70,368.90K,-0.47%,1252.8
5/17/2017,1237.20,1261.50,1236.30,377.87K,1.80%,1258.7
5/16/2017,1230.80,1239.10,1230.00,204.21K,0.52%,1236.4
5/15/2017,1228.30,1237.40,1226.80,189.23K,0.19%,1230
5/12/2017,1225.00,1231.60,1224.40,199.88K,0.29%,1227.7
5/11/2017,1219.20,1227.70,1216.90,237.71K,0.43%,1224.2
5/10/2017,1222.10,1225.80,1217.50,194.72K,0.23%,1218.9
5/9/2017,1226.60,1228.70,1214.30,254.02K,-0.90%,1216.1
5/8/2017,1223.10,1236.90,1221.00,201.06K,0.02%,1227.1
5/5/2017,1228.50,1236.00,1226.20,275.89K,-0.14%,1226.9
5/4/2017,1238.50,1241.70,1225.70,318.32K,-1.59%,1228.6
5/3/2017,1257.80,1257.80,1236.40,253.65K,-0.68%,1248.5
5/2/2017,1257.40,1258.80,1252.60,181.51K,0.12%,1257
5/1/2017,1269.60,1272.40,1254.90,199.78K,-1.01%,1255.5
4/28/2017,1265.20,1269.90,1264.20,173.29K,0.19%,1268.3
4/27/2017,1270.20,1271.10,1261.80,210.73K,0.13%,1265.9
4/26/2017,1265.50,1272.80,1260.70,241.05K,-0.24%,1264.2
4/25/2017,1277.90,1279.90,1262.80,253.77K,-0.81%,1267.2
4/24/2017,1280.00,1280.00,1266.00,302.84K,-0.90%,1277.5
4/21/2017,1283.30,1290.10,1280.00,229.60K,0.41%,1289.1
4/20/2017,1282.20,1285.20,1278.00,245.62K,0.03%,1283.8
4/19/2017,1291.70,1292.70,1275.40,260.70K,-0.83%,1283.4
4/18/2017,1286.70,1294.40,1280.60,280.74K,0.17%,1294.1
4/17/2017,1292.40,1297.40,1283.10,191.67K,0.26%,1291.9
4/13/2017,1288.30,1290.70,1283.80,235.46K,0.81%,1288.5
4/12/2017,1277.20,1289.00,1273.80,251.10K,0.31%,1278.1
4/11/2017,1256.80,1277.40,1254.70,292.14K,1.62%,1274.2
4/10/2017,1255.60,1258.90,1248.20,182.20K,-0.27%,1253.9
4/7/2017,1253.90,1273.30,1252.40,375.41K,0.32%,1257.3
4/6/2017,1257.60,1260.90,1251.30,165.26K,0.38%,1253.3
4/5/2017,1258.20,1259.30,1245.40,236.74K,-0.79%,1248.5
4/4/2017,1255.50,1263.70,1255.50,158.36K,0.35%,1258.4
4/3/2017,1251.90,1255.90,1246.40,142.20K,0.22%,1254
3/31/2017,1244.60,1252.80,1241.50,165.21K,0.26%,1251.2
3/30/2017,1256.10,1256.50,1244.20,217.66K,-0.45%,1248
3/29/2017,1250.80,1254.40,1246.90,190.68K,-0.15%,1253.7
3/28/2017,1253.50,1258.40,1247.30,243.24K,-0.01%,1255.6
3/27/2017,1245.50,1261.00,1245.50,237.27K,0.58%,1255.7
3/24/2017,1245.00,1251.90,1240.70,207.57K,0.10%,1248.5
3/23/2017,1248.60,1253.30,1242.70,234.77K,-0.20%,1247.2
3/22/2017,1244.50,1251.50,1243.80,216.45K,0.26%,1249.7
3/21/2017,1234.20,1247.70,1226.60,285.63K,1.01%,1246.5
3/20/2017,1229.00,1235.50,1228.80,126.34K,0.31%,1234
3/17/2017,1226.20,1231.50,1224.00,153.15K,0.25%,1230.2
3/16/2017,1219.50,1234.00,1218.10,257.89K,2.20%,1227.1
3/15/2017,1198.70,1222.00,1196.80,264.34K,-0.16%,1200.7
3/14/2017,1203.50,1207.50,1196.90,183.72K,-0.04%,1202.6
3/13/2017,1205.00,1210.90,1202.00,173.92K,0.14%,1203.1
3/10/2017,1200.20,1206.20,1194.50,257.84K,-0.15%,1201.4
3/9/2017,1207.70,1208.90,1199.00,233.51K,-0.51%,1203.2
3/8/2017,1215.60,1218.50,1206.40,211.11K,-0.55%,1209.4
3/7/2017,1225.70,1227.40,1214.10,203.71K,-0.77%,1216.1
3/6/2017,1233.90,1237.30,1225.00,156.98K,-0.08%,1225.5
3/3/2017,1234.80,1236.70,1223.00,272.29K,-0.52%,1226.5
3/2/2017,1249.90,1250.80,1231.10,272.76K,-1.37%,1232.9
3/1/2017,1248.50,1251.40,1237.20,318.04K,-0.31%,1250
2/28/2017,1253.30,1259.30,1248.20,234.94K,-0.39%,1253.9
2/27/2017,1258.90,1264.90,1251.50,208.49K,0.04%,1258.8
2/24/2017,1250.60,1261.20,1248.80,220.13K,0.55%,1258.3
2/23/2017,1238.30,1252.20,1236.40,264.97K,1.47%,1251.4
2/22/2017,1236.90,1241.90,1231.50,201.34K,-0.45%,1233.3
2/21/2017,1236.40,1240.20,1226.80,259.51K,0.00%,1238.9
2/20/2017,1236.40,1240.20,1226.80,259.51K,-0.02%,1238.9
2/17/2017,1240.80,1245.10,1235.30,164.41K,-0.20%,1239.1
2/16/2017,1234.30,1243.70,1233.30,203.79K,0.69%,1241.6
2/15/2017,1228.60,1234.90,1217.50,226.71K,0.63%,1233.1
2/14/2017,1226.10,1236.00,1222.70,233.75K,-0.03%,1225.4
2/13/2017,1234.20,1234.40,1220.30,176.62K,-0.82%,1225.8
2/10/2017,1229.60,1238.90,1222.60,240.05K,-0.07%,1235.9
2/9/2017,1242.70,1246.20,1226.10,246.14K,-0.22%,1236.8
2/8/2017,1235.20,1246.60,1231.30,221.91K,0.28%,1239.5
2/7/2017,1236.90,1237.50,1229.20,202.31K,0.32%,1236.1
2/6/2017,1221.90,1237.50,1220.80,197.32K,0.93%,1232.1
2/3/2017,1217.80,1223.20,1208.30,217.98K,0.11%,1220.8
2/2/2017,1211.20,1227.50,1210.20,232.06K,0.92%,1219.4
2/1/2017,1212.20,1215.00,1199.70,217.09K,-0.26%,1208.3
1/31/2017,1197.70,1217.40,1195.60,246.90K,1.29%,1211.4
1/30/2017,1194.60,1201.30,1190.00,191.77K,0.41%,1196
1/27/2017,1191.40,1193.80,1182.60,143.61K,0.11%,1191.1
1/26/2017,1200.70,1202.30,1183.90,244.31K,-0.67%,1189.8
1/25/2017,1208.60,1209.30,1192.60,299.18K,-1.07%,1197.8
1/24/2017,1218.00,1220.10,1206.20,216.01K,-0.39%,1210.8
1/23/2017,1209.30,1219.40,1209.00,237.41K,0.89%,1215.6
1/20/2017,1204.80,1214.80,1198.20,244.34K,0.28%,1204.9
1/19/2017,1203.10,1206.40,1195.40,247.40K,-0.87%,1201.5
1/18/2017,1216.80,1217.70,1201.80,203.65K,-0.18%,1212.1
1/17/2017,1200.80,1220.00,1200.80,0.70K,0.12%,1214.3
1/16/2017,1199.40,1218.90,1198.00,381.42K,1.40%,1212.9
1/13/2017,1194.80,1201.80,1187.50,288.62K,-0.30%,1196.2
1/12/2017,1191.10,1207.20,1190.70,269.32K,0.27%,1199.8
1/11/2017,1188.10,1198.50,1177.00,328.69K,0.94%,1196.6
1/10/2017,1181.30,1190.60,1180.20,224.81K,0.05%,1185.5
1/9/2017,1172.90,1186.40,1172.20,179.03K,0.98%,1184.9
1/6/2017,1181.00,1183.80,1171.10,226.43K,-0.67%,1173.4
1/5/2017,1164.60,1185.90,1163.60,272.12K,1.37%,1181.3
1/4/2017,1159.60,1168.60,1156.70,179.88K,0.28%,1165.3
1/3/2017,1151.40,1166.00,1146.50,229.18K,0.89%,1162
12/30/2016,1159.50,1164.30,1150.30,143.85K,-0.55%,1151.7
12/29/2016,1143.10,1160.60,1142.60,158.03K,1.51%,1158.1
12/28/2016,1139.30,1145.10,1137.10,112.51K,0.18%,1140.9
12/27/2016,1135.30,1151.70,1132.80,108.45K,0.46%,1138.8
12/23/2016,1130.00,1137.30,1129.50,74.80K,0.26%,1133.6
12/22/2016,1133.20,1135.50,1128.60,120.32K,-0.22%,1130.7
12/21/2016,1134.00,1138.80,1131.00,114.06K,-0.04%,1133.2
12/20/2016,1139.80,1141.70,1127.30,146.05K,-0.80%,1133.6
12/19/2016,1136.10,1144.40,1135.50,119.18K,0.47%,1142.7
12/16/2016,1130.50,1143.20,1128.50,178.64K,0.67%,1137.4
12/15/2016,1143.80,1146.00,1124.30,281.61K,-2.91%,1129.8
12/14/2016,1159.80,1168.00,1140.00,214.40K,0.41%,1163.7
12/13/2016,1164.50,1167.00,1156.30,142.85K,-0.58%,1159
12/12/2016,1161.40,1167.90,1152.50,166.80K,0.34%,1165.8
12/9/2016,1172.50,1173.80,1157.60,162.82K,-0.90%,1161.9
12/8/2016,1176.10,1180.70,1170.90,147.75K,-0.43%,1172.4
12/7/2016,1171.40,1182.30,1167.20,145.81K,0.63%,1177.5
12/6/2016,1172.80,1177.10,1168.10,137.61K,-0.54%,1170.1
12/5/2016,1182.60,1190.20,1158.60,221.46K,-0.11%,1176.5
12/2/2016,1174.30,1180.30,1168.40,175.97K,0.72%,1177.8
12/1/2016,1175.10,1178.40,1162.20,230.28K,-0.38%,1169.4
11/30/2016,1190.70,1196.80,1171.30,249.32K,-1.42%,1173.9
11/29/2016,1196.60,1197.70,1182.60,216.19K,0.00%,1190.8
11/28/2016,1184.40,1197.20,1182.40,189.91K,0.95%,1190.8
11/25/2016,1189.60,1193.20,1172.00,1.61K,0.10%,1179.6
11/24/2016,1189.40,1192.70,1170.30,300.28K,-0.92%,1178.4
11/23/2016,1212.60,1214.70,1181.20,367.81K,-1.81%,1189.3
11/22/2016,1213.50,1220.90,1205.60,210.55K,0.12%,1211.2
11/21/2016,1207.30,1217.80,1205.40,167.83K,0.09%,1209.8
11/18/2016,1216.00,1217.50,1201.30,257.11K,-0.67%,1208.7
11/17/2016,1224.80,1231.10,1210.50,237.79K,-0.57%,1216.9
11/16/2016,1228.00,1233.10,1221.00,204.45K,-0.05%,1223.9
11/15/2016,1221.80,1231.40,1218.60,234.17K,0.23%,1224.5
11/14/2016,1227.70,1230.90,1211.00,351.97K,-0.21%,1221.7
11/11/2016,1258.70,1265.00,1218.70,444.59K,-3.32%,1224.3
11/10/2016,1278.40,1292.50,1251.90,413.56K,-0.56%,1266.4
11/9/2016,1276.80,1338.30,1268.10,816.53K,-0.08%,1273.5
11/8/2016,1282.20,1291.50,1273.30,202.50K,-0.38%,1274.5
11/7/2016,1294.50,1296.50,1278.60,221.68K,-1.92%,1279.4
11/4/2016,1303.20,1308.30,1295.70,217.45K,0.09%,1304.5
11/3/2016,1298.10,1308.00,1286.20,228.55K,-0.37%,1303.3
11/2/2016,1289.00,1309.30,1288.40,241.70K,1.57%,1308.2
11/1/2016,1277.80,1292.90,1276.30,207.26K,1.17%,1288
10/31/2016,1278.30,1280.50,1271.90,123.70K,-0.29%,1273.1
10/28/2016,1269.20,1285.40,1262.00,232.89K,0.58%,1276.8
10/27/2016,1267.20,1273.70,1265.20,135.14K,0.23%,1269.5
10/26/2016,1274.00,1277.20,1265.10,142.11K,-0.55%,1266.6
10/25/2016,1265.20,1277.50,1262.40,140.03K,0.78%,1273.6
10/24/2016,1266.90,1272.80,1260.10,156.82K,-0.32%,1263.7
10/21/2016,1266.50,1268.80,1261.70,101.39K,0.02%,1267.7
10/20/2016,1270.60,1275.90,1265.50,137.04K,-0.19%,1267.5
10/19/2016,1263.90,1274.40,1261.10,143.61K,0.55%,1269.9
10/18/2016,1256.00,1265.60,1255.90,148.17K,0.50%,1262.9
10/17/2016,1252.90,1258.20,1251.10,111.89K,0.09%,1256.6
10/14/2016,1259.50,1260.70,1246.90,179.88K,-0.17%,1255.5
10/13/2016,1257.10,1263.90,1254.70,150.10K,0.30%,1257.6
10/12/2016,1254.50,1260.50,1251.20,141.58K,-0.17%,1253.8
10/11/2016,1261.70,1264.00,1254.30,141.05K,-0.36%,1255.9
10/10/2016,1258.50,1266.80,1258.50,140.76K,0.68%,1260.4
10/7/2016,1256.80,1267.60,1243.20,274.15K,-0.09%,1251.9
10/6/2016,1269.70,1271.60,1251.80,190.19K,-1.23%,1253
10/5/2016,1270.50,1279.40,1264.10,213.86K,-0.09%,1268.6
10/4/2016,1315.00,1315.40,1269.00,351.26K,-3.28%,1269.7
10/3/2016,1321.00,1322.60,1311.80,130.14K,-0.33%,1312.7
9/30/2016,1323.60,1331.50,1316.00,214.12K,-0.67%,1317.1
9/29/2016,1325.00,1329.40,1318.60,157.34K,0.17%,1326
9/28/2016,1330.10,1331.10,1321.10,157.57K,-0.50%,1323.7
9/27/2016,1342.00,1343.50,1327.70,187.75K,-1.02%,1330.4
9/26/2016,1340.80,1346.10,1336.50,126.60K,0.18%,1344.1
9/23/2016,1340.30,1344.50,1337.40,113.26K,-0.22%,1341.7
9/22/2016,1338.90,1347.80,1335.10,166.86K,1.00%,1344.7
9/21/2016,1318.00,1341.30,1310.90,268.97K,1.00%,1331.4
9/20/2016,1316.30,1321.10,1315.20,93.72K,0.03%,1318.2
9/19/2016,1313.20,1321.80,1312.60,115.84K,0.58%,1317.8
9/16/2016,1318.30,1321.50,1309.20,138.21K,-0.59%,1310.2
9/15/2016,1325.80,1332.50,1312.10,211.23K,-0.61%,1318
9/14/2016,1322.60,1329.80,1316.60,139.43K,0.18%,1326.1
9/13/2016,1331.70,1335.90,1318.80,180.76K,-0.14%,1323.7
9/12/2016,1332.00,1333.80,1323.30,194.66K,-0.67%,1325.6
9/9/2016,1341.60,1343.60,1331.20,163.93K,-0.53%,1334.5
9/8/2016,1349.10,1353.90,1339.10,182.89K,-0.56%,1341.6
9/7/2016,1353.50,1357.60,1346.90,151.82K,-0.19%,1349.2
9/6/2016,1327.30,1352.50,1327.30,0.07K,-0.16%,1351.8
9/5/2016,1328.10,1357.20,1325.50,281.26K,2.06%,1354
9/2/2016,1318.00,1334.00,1307.40,234.25K,0.73%,1326.7
9/1/2016,1311.70,1318.60,1305.50,179.60K,0.43%,1317.1
8/31/2016,1314.70,1319.20,1306.90,179.95K,-0.39%,1311.4
8/30/2016,1327.00,1328.90,1312.00,159.33K,-0.80%,1316.5
8/29/2016,1323.80,1328.50,1317.20,142.23K,0.09%,1327.1
8/26/2016,1324.80,1346.00,1321.20,300.05K,0.10%,1325.9
8/25/2016,1327.40,1330.20,1321.00,167.66K,-0.38%,1324.6
8/24/2016,1342.20,1344.10,1327.00,225.49K,-1.22%,1329.7
8/23/2016,1343.60,1348.80,1338.90,132.03K,0.20%,1346.1
8/22/2016,1345.00,1345.70,1335.40,156.45K,-0.21%,1343.4
8/19/2016,1357.10,1357.90,1342.00,185.03K,-0.81%,1346.2
8/18/2016,1353.80,1361.50,1351.20,170.56K,0.62%,1357.2
8/17/2016,1351.30,1356.80,1340.50,169.16K,-0.60%,1348.8
8/16/2016,1345.20,1364.30,1344.80,221.72K,0.70%,1356.9
8/15/2016,1343.60,1349.10,1340.90,120.15K,0.32%,1347.5
8/12/2016,1344.70,1362.50,1338.30,239.55K,-0.50%,1343.2
8/11/2016,1353.20,1359.40,1341.40,155.59K,-0.14%,1350
8/10/2016,1347.00,1363.60,1345.70,191.32K,0.39%,1351.9
8/9/2016,1341.20,1348.50,1336.00,124.48K,0.40%,1346.7
8/8/2016,1341.20,1343.90,1335.30,137.54K,-0.23%,1341.3
8/5/2016,1367.20,1371.00,1340.40,223.14K,-1.68%,1344.4
8/4/2016,1364.70,1371.40,1355.10,170.00K,0.20%,1367.4
8/3/2016,1370.50,1373.40,1360.60,138.59K,-0.58%,1364.7
8/2/2016,1360.60,1374.20,1353.70,161.78K,0.96%,1372.6
8/1/2016,1357.20,1361.90,1353.20,112.66K,0.15%,1359.6
7/29/2016,1342.70,1362.00,1335.00,229.25K,1.22%,1357.5
7/28/2016,1347.50,1352.60,1339.20,194.76K,1.09%,1341.2
7/27/2016,1319.90,1342.30,1315.60,215.39K,0.45%,1326.7
7/26/2016,1315.50,1324.40,1313.60,203.41K,0.10%,1320.8
7/25/2016,1322.70,1323.40,1311.10,263.66K,-0.29%,1319.5
7/22/2016,1331.40,1334.00,1319.40,232.26K,-0.57%,1323.4
7/21/2016,1316.20,1334.00,1310.70,253.46K,0.89%,1331
7/20/2016,1332.20,1338.80,1312.50,224.99K,-0.98%,1319.3
7/19/2016,1329.10,1335.50,1325.80,150.62K,0.23%,1332.3
7/18/2016,1333.40,1336.00,1323.50,163.21K,0.14%,1329.3
7/15/2016,1336.40,1339.50,1322.60,191.83K,-0.36%,1327.4
7/14/2016,1344.50,1348.00,1320.40,264.33K,-0.85%,1332.2
7/13/2016,1334.00,1346.30,1328.10,204.59K,0.62%,1343.6
7/12/2016,1356.30,1358.90,1331.00,257.34K,-1.57%,1335.3
7/11/2016,1368.90,1376.50,1351.80,230.70K,-0.13%,1356.6
7/8/2016,1361.00,1371.80,1336.30,301.19K,-0.27%,1358.4
7/7/2016,1365.70,1372.90,1352.00,218.46K,-0.37%,1362.1
7/6/2016,1358.00,1377.50,1356.30,237.06K,0.48%,1367.1
7/5/2016,1347.00,1361.20,1342.50,1.62K,0.14%,1360.6
7/4/2016,1345.00,1360.30,1338.50,353.81K,1.47%,1358.7
7/1/2016,1324.80,1347.00,1323.10,223.73K,1.39%,1339
6/30/2016,1321.00,1326.50,1315.30,192.95K,-0.47%,1320.6
6/29/2016,1313.90,1331.00,1313.30,176.82K,0.68%,1326.9
6/28/2016,1328.30,1329.50,1308.20,195.98K,-0.51%,1317.9
6/27/2016,1322.30,1340.00,1320.80,258.33K,0.17%,1324.7
6/24/2016,1254.30,1362.60,1252.80,574.24K,4.69%,1322.4
6/23/2016,1268.10,1274.90,1256.90,152.59K,-0.54%,1263.1
6/22/2016,1271.40,1273.50,1263.80,132.68K,-0.20%,1270
6/21/2016,1292.50,1297.40,1267.10,207.16K,-1.52%,1272.5
6/20/2016,1293.00,1296.80,1280.80,193.80K,-0.21%,1292.1
6/17/2016,1282.40,1302.70,1278.80,211.62K,-0.28%,1294.8
6/16/2016,1295.00,1318.90,1280.10,354.15K,0.78%,1298.4
6/15/2016,1288.10,1300.00,1281.30,199.45K,0.02%,1288.3
6/14/2016,1286.20,1293.00,1278.60,193.07K,0.09%,1288.1
